"id","region_id","name","longitude","latitude","people_count","group_id","climate","house_points","street_points","park_points","business_points","social_points","common_points","total_points","emblem_url","region_name","group_name"
2063,137,"Черкесск",42.0625835195728,44.2229028624157,123.2,10,"условно комфортный климат",42,23,12,26,17,35,155,"https://api.индекс-городов.рф/uploads/city/emblem/2063/thumb_952_Cherkessk.png","Республика Карачаево-Черкесия","Большой город"
2064,116,"Щелково",38.0224994223758,55.906963532028,126.1,10,"условно комфортный климат",39,31,22,29,38,38,197,"https://api.индекс-городов.рф/uploads/city/emblem/2064/thumb_953_Schelkovo.png","Московская область","Большой город"
2065,156,"Первоуральск",59.945720755769,56.8995927101936,120.8,10,"условно комфортный климат",35,33,23,16,29,34,170,"https://api.индекс-городов.рф/uploads/city/emblem/2065/thumb_954_Pervouralsk.png","Свердловская область","Большой город"
2066,166,"Нефтеюганск",72.5712098298778,61.0788173128124,127.3,10,"тяжелые климатические условия",29,33,28,23,33,23,169,"https://api.индекс-городов.рф/uploads/city/emblem/2066/thumb_955_Nefteyugansk.png","Ханты-Мансийский автономный округ","Большой город"
2067,150,"Новочебоксарск",47.5007791702945,56.098979590648,127.2,10,"условно комфортный климат",46,35,26,24,22,37,190,"https://api.индекс-городов.рф/uploads/city/emblem/2067/thumb_956_novocheboksarsk.png","Чувашская Республика","Большой город"
2068,131,"Нефтекамск",54.2729562553392,56.0814897401318,131.1,10,"условно комфортный климат",35,31,21,27,28,29,171,"https://api.индекс-городов.рф/uploads/city/emblem/2068/thumb_957_neftekamsk.gif","Республика Башкортостан","Большой город"
2069,162,"Новомосковск",38.2566823663595,54.0502311780511,122.3,10,"условно комфортный климат",35,33,38,25,25,34,190,"https://api.индекс-городов.рф/uploads/city/emblem/2069/thumb_958_Novomoskovsk.gif","Тульская область","Большой город"
2070,116,"Серпухов",37.4117684373134,54.9210489494043,126.3,10,"условно комфортный климат",40,28,27,45,33,39,212,"https://api.индекс-городов.рф/uploads/city/emblem/2070/thumb_959_Serpuhov.png","Московская область","Большой город"
2071,158,"Кисловодск",42.7351859325655,43.8860626557263,128.8,10,"условно комфортный климат",37,33,30,35,29,36,200,"https://api.индекс-городов.рф/uploads/city/emblem/2071/thumb_960_Kislovodsk.png","Ставропольский край","Большой город"
2072,133,"Хасавюрт",46.5948016475353,43.2491114898476,145.1,10,"условно комфортный климат",34,25,17,16,17,37,146,"https://api.индекс-городов.рф/uploads/city/emblem/2072/thumb_961_Khasavyurt.png","Республика Дагестан","Большой город"
2044,116,"Пушкино",37.8505875621316,56.006761555433,107.6,10,"условно комфортный климат",35,27,20,29,30,38,179,"https://api.индекс-городов.рф/uploads/city/emblem/2044/thumb_933_Pushkino.gif","Московская область","Большой город"
2005,123,"Бузулук",52.2690310319296,52.7753018061024,86.1,11,"условно комфортный климат",41,27,17,28,28,31,172,"https://api.индекс-городов.рф/uploads/city/emblem/2005/thumb_894_buzuluk.png","Оренбургская область","Средний город"
2006,116,"Лобня",37.4637637394568,56.0246942514687,90.2,11,"условно комфортный климат",41,38,31,43,31,40,224,"https://api.индекс-городов.рф/uploads/city/emblem/2006/thumb_895_Lobnya.gif","Московская область","Средний город"
2007,145,"Бугульма",52.8166454247565,54.5256524613164,82.5,11,"условно комфортный климат",38,30,27,33,29,36,193,"https://api.индекс-городов.рф/uploads/city/emblem/2007/thumb_896_bugulma.gif","Республика Татарстан","Средний город"
2008,93,"Губкин",37.5481741997305,51.285492281855,86.2,11,"условно комфортный климат",38,41,20,26,30,31,186,"https://api.индекс-городов.рф/uploads/city/emblem/2008/thumb_897_Gubkin.png","Белгородская область","Средний город"
2009,123,"Новотроицк",58.3028076534135,51.2090434636457,83.6,11,"условно комфортный климат",44,29,13,25,30,31,172,"https://api.индекс-городов.рф/uploads/city/emblem/2009/thumb_898_Novotroitsk.png","Оренбургская область","Средний город"
2010,151,"Каменск-Шахтинский",40.2255927079604,48.2606075389532,87.8,11,"условно комфортный климат",35,30,27,16,27,36,171,"https://api.индекс-городов.рф/uploads/city/emblem/2010/thumb_899_Kamensk-Shakhtinskiy.png","Ростовская область","Средний город"
2011,110,"Канск",95.7046579223631,56.2122231278158,88.9,11,"условно комфортный климат",26,16,14,22,22,38,138,"https://api.индекс-городов.рф/uploads/city/emblem/2011/thumb_900_Kansk.png","Красноярский край","Средний город"
2012,115,"Магадан",150.826216311676,59.5995489266967,92.1,11,"тяжелые климатические условия",32,26,28,26,38,31,181,"https://api.индекс-городов.рф/uploads/city/emblem/2012/thumb_901_Magadan.png","Магаданская область","Средний город"
2013,106,"Киселевск",86.6140086605232,54.0087370369725,86.6,11,"условно комфортный климат",26,27,17,15,20,28,133,"https://api.индекс-городов.рф/uploads/city/emblem/2013/thumb_902_Kiselyovsk.png","Кемеровская область","Средний город"
2014,147,"Глазов",52.6431610066493,58.1481978582416,92.3,11,"условно комфортный климат",46,29,19,25,26,29,174,"https://api.индекс-городов.рф/uploads/city/emblem/2014/thumb_903_Glazov.png","Удмуртская Республика","Средний город"
2015,128,"Великие Луки",30.5410441929486,56.3386250575205,90.9,11,"условно комфортный климат",39,30,35,22,25,31,182,"https://api.индекс-городов.рф/uploads/city/emblem/2015/thumb_904_Velikiye_Luki.gif","Псковская область","Средний город"
2016,116,"Воскресенск",38.7189137759314,55.2997723735684,92.9,11,"условно комфортный климат",40,29,19,37,31,38,194,"https://api.индекс-городов.рф/uploads/city/emblem/2016/thumb_905_Voskresensk.png","Московская область","Средний город"
2029,106,"Междуреченск",88.0892986124324,53.6912554105322,96.3,11,"условно комфортный климат",32,32,19,17,31,33,164,"https://api.индекс-городов.рф/uploads/city/emblem/2029/thumb_918_Mezhdurechensk.gif","Кемеровская область","Средний город"
2030,145,"Зеленодольск",48.5297478204408,55.848394534184,100,11,"условно комфортный климат",39,39,20,32,28,31,189,"https://api.индекс-городов.рф/uploads/city/emblem/2030/thumb_919_Zelenodolsk.png","Республика Татарстан","Средний город"
2031,112,"Железногорск",35.4297288095439,52.3339861489221,100.4,10,"условно комфортный климат",41,27,21,22,24,32,167,"https://api.индекс-городов.рф/uploads/city/emblem/2031/thumb_920_Zheleznogorsk.gif","Курская область","Большой город"
2032,116,"Долгопрудный",37.5017073215329,55.9541197831615,116,10,"условно комфортный климат",51,30,41,34,32,37,225,"https://api.индекс-городов.рф/uploads/city/emblem/2032/thumb_921_Dolgoprudnyi.png","Московская область","Большой город"
2033,116,"Ногинск",38.4513417070696,55.8627713827688,104,10,"условно комфортный климат",37,30,30,38,34,36,205,"https://api.индекс-городов.рф/uploads/city/emblem/2033/thumb_922_Noginsk.png","Московская область","Большой город"
2034,121,"Бердск",83.0761203695665,54.7458856762655,104.3,10,"условно комфортный климат",29,30,23,19,30,36,167,"https://api.индекс-городов.рф/uploads/city/emblem/2034/thumb_923_Berdsk.gif","Новосибирская область","Большой город"
2036,136,"Элиста",44.2567934847603,46.3147981890707,103.1,10,"условно комфортный климат",41,29,11,16,26,20,143,"https://api.индекс-городов.рф/uploads/city/emblem/2036/thumb_925_Elista.png","Республика Калмыкия","Большой город"
2037,119,"Арзамас",43.8396463677073,55.3964912538258,104,10,"условно комфортный климат",41,32,42,35,31,34,215,"https://api.индекс-городов.рф/uploads/city/emblem/2037/thumb_926_Arzamas.png","Нижегородская область","Большой город"
2038,116,"Сергиев Посад",38.1312634426501,56.3068796740757,100.3,10,"условно комфортный климат",19,31,31,32,31,37,181,"https://api.индекс-городов.рф/uploads/city/emblem/2038/thumb_927_Sergiev_Posad.png","Московская область","Большой город"
2039,127,"Артем",132.187850366911,43.366203486327,105.7,10,"условно комфортный климат",29,21,21,14,25,28,138,"https://api.индекс-городов.рф/uploads/city/emblem/2039/thumb_928_Artem.png","Приморский край","Большой город"
2040,110,"Ачинск",90.4548467352307,56.2536802799257,105.5,10,"условно комфортный климат",26,26,19,24,23,34,152,"https://api.индекс-городов.рф/uploads/city/emblem/2040/thumb_929_Achinsk.png","Красноярский край","Большой город"
2041,114,"Елец",38.5155092683131,52.6200081194624,102.3,10,"условно комфортный климат",29,31,26,30,30,37,183,"https://api.индекс-городов.рф/uploads/city/emblem/2041/thumb_930_Elets.png","Липецкая область","Большой город"
2042,158,"Ессентуки",42.8738232804271,44.0480435041799,113.1,10,"условно комфортный климат",45,22,17,31,24,32,171,"https://api.индекс-городов.рф/uploads/city/emblem/2042/thumb_931_Essentuki.png","Ставропольский край","Большой город"
2004,158,"Михайловск",42.038811687549,45.141405565692,95.7,11,"условно комфортный климат",34,26,19,15,20,37,151,"https://api.индекс-городов.рф/uploads/city/emblem/2004/thumb_893_Mikhaylovsk.png","Ставропольский край","Средний город"
1977,131,"Туймазы",53.7158207480062,54.6049603586671,68.2,11,"условно комфортный климат",40,32,31,28,24,37,192,"https://api.индекс-городов.рф/uploads/city/emblem/1977/thumb_866_Tuimazi.png","Республика Башкортостан","Средний город"
1978,140,"Феодосия",35.3783110659606,45.0497314087486,68,11,"условно комфортный климат",36,32,21,24,30,27,170,"https://api.индекс-городов.рф/uploads/city/emblem/1978/thumb_867_Feodosia.png","Республика Крым","Средний город"
1979,116,"Чехов",37.4552791507185,55.1500467003595,72.3,11,"условно комфортный климат",39,29,22,43,33,35,201,"https://api.индекс-городов.рф/uploads/city/emblem/1979/thumb_868_Chekhov.gif","Московская область","Средний город"
1980,158,"Георгиевск",43.4582792243439,44.1520866182567,66.4,11,"условно комфортный климат",35,25,12,30,27,30,159,"https://api.индекс-городов.рф/uploads/city/emblem/1980/thumb_869_Georgievsk.png","Ставропольский край","Средний город"
1981,116,"Ивантеевка",37.9184669264509,55.9744276084659,81.3,11,"условно комфортный климат",50,28,24,44,30,38,214,"https://api.индекс-городов.рф/uploads/city/emblem/1981/thumb_870_Ivanteevka.gif","Московская область","Средний город"
1982,109,"Геленджик",38.0537184975835,44.5716989231858,76.8,11,"условно комфортный климат",39,33,34,37,37,33,213,"https://api.индекс-городов.рф/uploads/city/emblem/1982/thumb_871_Gelendzhik.png","Краснодарский край","Средний город"
1983,106,"Анжеро-Судженск",86.0290943997996,56.0809622253922,68.1,11,"условно комфортный климат",22,25,18,14,25,32,136,"https://api.индекс-городов.рф/uploads/city/emblem/1983/thumb_872_Anzhero-Sudzhensk.png","Кемеровская область","Средний город"
1984,153,"Чапаевск",49.7864257993426,52.9440184501286,71.7,11,"условно комфортный климат",24,21,17,17,22,27,128,"https://api.индекс-городов.рф/uploads/city/emblem/1984/thumb_873_Chapaevsk_2.png","Самарская область","Средний город"
1985,89,"Новоалтайск",83.9225898637503,53.414895991402,74.6,11,"условно комфортный климат",33,29,31,22,26,32,173,"https://api.индекс-городов.рф/uploads/city/emblem/1985/thumb_874_Novoaltaysk.png","Алтайский край","Средний город"
1986,116,"Егорьевск",39.0378446557446,55.3780060326995,72.8,11,"условно комфортный климат",39,34,22,40,35,38,208,"https://api.индекс-городов.рф/uploads/city/emblem/1986/thumb_875_Yegoryevsk.png","Московская область","Средний город"
1987,145,"Елабуга",52.0368427059279,55.7638238425853,74,11,"условно комфортный климат",47,30,24,37,25,31,194,"https://api.индекс-городов.рф/uploads/city/emblem/1987/thumb_876_Elabuga.png","Республика Татарстан","Средний город"
1988,106,"Белово",86.3284327632156,54.4055363930877,71.2,11,"условно комфортный климат",31,24,13,16,23,26,133,"https://api.индекс-городов.рф/uploads/city/emblem/1988/thumb_877_Belovo.gif","Кемеровская область","Средний город"
1989,109,"Анапа",37.3225047143836,44.9107022394039,88.9,11,"условно комфортный климат",41,35,37,29,28,27,197,"https://api.индекс-городов.рф/uploads/city/emblem/1989/thumb_878_Anapa.png","Краснодарский край","Средний город"
1990,107,"Кирово-Чепецк",50.0194857721944,58.5336756427836,69.8,11,"условно комфортный климат",39,30,27,26,24,29,175,"https://api.индекс-городов.рф/uploads/city/emblem/1990/thumb_879_Kirovo-Chepetsk.png","Кировская область","Средний город"
1991,148,"Черногорск",91.2761305752747,53.8427843211884,75.4,11,"условно комфортный климат",42,27,19,23,22,28,161,"https://api.индекс-городов.рф/uploads/city/emblem/1991/thumb_880_chernogorsk.png","Республика Хакасия","Средний город"
1992,99,"Биробиджан",132.91035052243,48.7777407412605,71.8,11,"условно комфортный климат",31,25,24,17,27,35,159,"https://api.индекс-городов.рф/uploads/city/emblem/1992/thumb_881_Birobidzhan.png","Еврейская автономная область","Средний город"
1993,116,"Дубна",37.1708710010615,56.7431299095964,75,11,"условно комфортный климат",40,40,26,22,30,37,195,"https://api.индекс-городов.рф/uploads/city/emblem/1993/thumb_882_Dubna.png","Московская область","Средний город"
1994,158,"Минеральные Воды",43.130081396083,44.2030799277299,73.9,11,"условно комфортный климат",45,33,29,23,26,41,197,"https://api.индекс-городов.рф/uploads/city/emblem/1994/thumb_883_Mineral_Waters.png","Ставропольский край","Средний город"
1995,167,"Троицк",61.572351431135,54.0849208693813,73.4,11,"условно комфортный климат",37,38,19,17,25,33,169,"https://api.индекс-городов.рф/uploads/city/emblem/1995/thumb_884_troitsk.png","Челябинская область","Средний город"
1996,111,"Шадринск",63.7010355169308,56.1255294193557,74.7,11,"условно комфортный климат",44,30,24,22,25,26,171,"https://api.индекс-городов.рф/uploads/city/emblem/1996/thumb_885_Shadrinsk.gif","Курганская область","Средний город"
1997,154,"Балашов",43.1822004888484,51.5409689526685,75.8,11,"условно комфортный климат",38,20,40,24,30,36,188,"https://api.индекс-городов.рф/uploads/city/emblem/1997/thumb_886_Balashov.png","Саратовская область","Средний город"
1998,119,"Бор",44.0309732144364,56.3696008377647,76.9,11,"условно комфортный климат",39,22,30,28,26,31,176,"https://api.индекс-городов.рф/uploads/city/emblem/1998/thumb_887_Bor.png","Нижегородская область","Средний город"
1999,140,"Ялта",34.1578138881811,44.5032480483248,79.1,11,"условно комфортный климат",34,22,40,42,32,32,202,"https://api.индекс-городов.рф/uploads/city/emblem/1999/thumb_888_Yalta.png","Республика Крым","Средний город"
2001,110,"Железногорск",93.5072249384664,56.237555345867,82.6,11,"условно комфортный климат",38,29,25,24,33,35,184,"https://api.индекс-городов.рф/uploads/city/emblem/2001/thumb_890_Zheleznogorsk.png","Красноярский край","Средний город"
2002,101,"Кинешма",42.139729329961,57.4357709689399,81,11,"условно комфортный климат",43,25,18,30,29,33,178,"https://api.индекс-городов.рф/uploads/city/emblem/2002/thumb_891_Kineshma.png","Ивановская область","Средний город"
1976,110,"Минусинск",91.6861431501866,53.7084425951725,67.9,11,"условно комфортный климат",31,26,12,25,27,33,154,"https://api.индекс-городов.рф/uploads/city/emblem/1976/thumb_865_Minusinsk.png","Красноярский край","Средний город"
1948,110,"Зеленогорск",94.5712739940403,56.0981845719191,61.6,11,"условно комфортный климат",28,33,25,15,26,37,164,"https://api.индекс-городов.рф/uploads/city/emblem/1948/thumb_837_zelenogorsk.png","Красноярский край","Средний город"
1949,98,"Россошь",39.5898699057338,50.189441607294,62.6,11,"условно комфортный климат",46,26,19,30,31,32,184,"https://api.индекс-городов.рф/uploads/city/emblem/1949/thumb_838_Rossosh.png","Воронежская область","Средний город"
1950,130,"Горно-Алтайск",85.9475888350697,51.937609583223,64.5,11,"условно комфортный климат",45,22,19,19,25,38,168,"https://api.индекс-городов.рф/uploads/city/emblem/1950/thumb_839_Gorno-Altaysk.gif","Республика Алтай","Средний город"
1951,158,"Буденновск",44.1212075964115,44.8027653327781,61.3,11,"условно комфортный климат",27,24,21,21,27,37,157,"https://api.индекс-городов.рф/uploads/city/emblem/1951/thumb_840_Budyonnovsk.png","Ставропольский край","Средний город"
1953,126,"Лысьва",57.804158414195,58.0991097748209,60.3,11,"условно комфортный климат",28,29,26,19,18,35,155,"https://api.индекс-городов.рф/uploads/city/emblem/1953/thumb_842_Lysva.png","Пермский край","Средний город"
1954,98,"Борисоглебск",42.1093393409174,51.3713651263187,59.9,11,"условно комфортный климат",43,25,13,32,27,39,179,"https://api.индекс-городов.рф/uploads/city/emblem/1954/thumb_843_Borisoglebsk.png","Воронежская область","Средний город"
1955,145,"Лениногорск",52.4543345974636,54.5907379910115,61.7,11,"условно комфортный климат",35,37,25,25,21,38,181,"https://api.индекс-городов.рф/uploads/city/emblem/1955/thumb_844_Leninogorsk.png","Республика Татарстан","Средний город"
1956,166,"Когалым",74.4870988795983,62.2652356982277,67.7,11,"тяжелые климатические условия",31,37,40,21,26,35,190,"https://api.индекс-городов.рф/uploads/city/emblem/1956/thumb_845_Kogalym.gif","Ханты-Мансийский автономный округ","Средний город"
1957,133,"Буйнакск",47.1081813506373,42.8229031390193,65.7,11,"условно комфортный климат",33,43,21,26,14,34,171,"https://api.индекс-городов.рф/uploads/city/emblem/1957/thumb_846_buinaksk.png","Республика Дагестан","Средний город"
1958,162,"Донской",38.347277107096,53.9777273263369,62.6,11,"условно комфортный климат",12,32,28,26,23,33,154,"https://api.индекс-городов.рф/uploads/city/emblem/1958/thumb_847_Donskoy.png","Тульская область","Средний город"
1959,154,"Вольск",47.377833377944,52.0682600938362,61.9,11,"условно комфортный климат",33,26,38,20,28,36,181,"https://api.индекс-городов.рф/uploads/city/emblem/1959/thumb_848_volsk.png","Саратовская область","Средний город"
1960,125,"Заречный",45.168853470649,53.1846861987589,65.5,11,"условно комфортный климат",49,42,22,27,26,32,198,"https://api.индекс-городов.рф/uploads/city/emblem/1960/thumb_849_Zarechny.png","Пензенская область","Средний город"
1961,156,"Асбест",61.4877503214939,57.027104042551,62.9,11,"условно комфортный климат",37,37,19,19,25,37,174,"https://api.индекс-городов.рф/uploads/city/emblem/1961/thumb_850_Asbest.png","Свердловская область","Средний город"
1962,163,"Ишим",69.4868516091644,56.1029990604743,64.4,11,"условно комфортный климат",42,32,32,26,36,38,206,"https://api.индекс-городов.рф/uploads/city/emblem/1962/thumb_851_Ishim.png","Тюменская область","Средний город"
1963,116,"Павловский Посад",38.6574054007077,55.7762807986987,63.6,11,"условно комфортный климат",35,34,22,38,31,34,194,"https://api.индекс-городов.рф/uploads/city/emblem/1963/thumb_852_Pavlovskiy_Posad.png","Московская область","Средний город"
1964,151,"Гуково",39.949199947894,48.0457832715355,63.2,11,"условно комфортный климат",32,22,11,21,19,40,145,"https://api.индекс-городов.рф/uploads/city/emblem/1964/thumb_853_Gukovo.png","Ростовская область","Средний город"
1965,109,"Славянск-на-Кубани",38.1165047153149,45.245384571027,67.9,11,"условно комфортный климат",37,33,17,23,26,27,163,"https://api.индекс-городов.рф/uploads/city/emblem/1965/thumb_854_slavyansk_na_kubani.png","Краснодарский край","Средний город"
1966,131,"Ишимбай",56.047555449351,53.4175180568133,64.4,11,"условно комфортный климат",44,29,25,16,31,33,178,"https://api.индекс-городов.рф/uploads/city/emblem/1966/thumb_855_Ishimbay.gif","Республика Башкортостан","Средний город"
1967,131,"Белорецк",58.4042391946047,53.9608890583331,64.9,11,"условно комфортный климат",47,32,14,19,23,36,171,"https://api.индекс-городов.рф/uploads/city/emblem/1967/thumb_856_Beloretsk.png","Республика Башкортостан","Средний город"
1968,126,"Кунгур",56.9846745264736,57.3942037068631,64.9,11,"условно комфортный климат",27,29,18,24,26,39,163,"https://api.индекс-городов.рф/uploads/city/emblem/1968/thumb_857_Kungur.png","Пермский край","Средний город"
1969,116,"Ступино",38.1005028958286,54.8932685210068,65.9,11,"условно комфортный климат",44,30,30,25,33,33,195,"https://api.индекс-городов.рф/uploads/city/emblem/1969/thumb_858_Stupino.gif","Московская область","Средний город"
1970,116,"Дмитров",37.5275439508243,56.3519832629684,68.8,11,"условно комфортный климат",38,26,32,33,32,33,194,"https://api.индекс-городов.рф/uploads/city/emblem/1970/thumb_859_Dmitrov.png","Московская область","Средний город"
1971,90,"Белогорск",128.462461001274,50.8912592945882,65.3,11,"условно комфортный климат",36,24,22,16,22,31,151,"https://api.индекс-городов.рф/uploads/city/emblem/1971/thumb_860_Belogorsk.png","Амурская область","Средний город"
1972,119,"Кстово",44.1793207132355,56.1391810447714,67.8,11,"условно комфортный климат",46,25,42,25,23,33,194,"https://api.индекс-городов.рф/uploads/city/emblem/1972/thumb_861_Kstovo.png","Нижегородская область","Средний город"
1973,113,"Сосновый Бор",29.0936220628294,59.8747067438854,67.7,11,"условно комфортный климат",41,34,24,23,25,31,178,"https://api.индекс-городов.рф/uploads/city/emblem/1973/thumb_862_Sosnovy_Bor.png","Ленинградская область","Средний город"
1947,156,"Полевской",60.2111235787862,56.4676027274053,61,11,"условно комфортный климат",33,26,20,21,25,37,162,"https://api.индекс-городов.рф/uploads/city/emblem/1947/thumb_836_Polevskoy.png","Свердловская область","Средний город"
1919,133,"Избербаш",47.8688471128351,42.568907497749,60.5,11,"условно комфортный климат",33,24,14,22,17,35,145,"https://api.индекс-городов.рф/uploads/city/emblem/1919/thumb_808_Izberbash.png","Республика Дагестан","Средний город"
1920,143,"Нерюнгри",124.687802114796,56.6654999624701,57.9,11,"тяжелые климатические условия",41,22,16,22,23,32,156,"https://api.индекс-городов.рф/uploads/city/emblem/1920/thumb_809_Nerungri.png","Республика Саха (Якутия)","Средний город"
1921,113,"Тихвин",33.5216394328801,59.6461228400471,58.1,11,"условно комфортный климат",35,29,27,38,23,32,184,"https://api.индекс-городов.рф/uploads/city/emblem/1921/thumb_810_Tikhvin.gif","Ленинградская область","Средний город"
1922,162,"Щекино",37.5109558580538,54.0061810010254,57.1,11,"условно комфортный климат",38,28,38,31,20,34,189,"https://api.индекс-городов.рф/uploads/city/emblem/1922/thumb_811_Schyokino.png","Тульская область","Средний город"
1923,156,"Краснотурьинск",60.203572524592,59.7656575024478,56.3,11,"условно комфортный климат",36,32,18,22,35,31,174,"https://api.индекс-городов.рф/uploads/city/emblem/1923/thumb_812_Krasnoturinsk.png","Свердловская область","Средний город"
1924,135,"Прохладный",44.0358805062641,43.754449780713,58.2,11,"условно комфортный климат",19,29,16,21,18,36,139,"https://api.индекс-городов.рф/uploads/city/emblem/1924/thumb_813_Prokhladny.png","Республика Кабардино-Балкария","Средний город"
1926,96,"Михайловка",43.2181573430798,50.0760866787256,57.4,11,"условно комфортный климат",40,25,14,23,25,29,156,"https://api.индекс-городов.рф/uploads/city/emblem/1926/thumb_815_Mikhaylovka.png","Волгоградская область","Средний город"
1927,151,"Сальск",41.5383906924409,46.4757185892131,56.8,11,"условно комфортный климат",44,28,17,22,25,33,169,"https://api.индекс-городов.рф/uploads/city/emblem/1927/thumb_816_Salsk.png","Ростовская область","Средний город"
1928,101,"Шуя",41.3701319114209,56.8515357299344,57,11,"условно комфортный климат",44,27,40,32,26,36,205,"https://api.индекс-городов.рф/uploads/city/emblem/1928/thumb_817_Shuya.png","Ивановская область","Средний город"
1929,162,"Алексин",37.0395085107835,54.506677322218,57.5,11,"условно комфортный климат",38,32,38,21,25,29,183,"https://api.индекс-городов.рф/uploads/city/emblem/1929/thumb_818_Aleksin.png","Тульская область","Средний город"
1930,131,"Мелеуз",55.9381076921506,52.9681103580185,56.7,11,"условно комфортный климат",45,26,20,23,28,31,173,"https://api.индекс-городов.рф/uploads/city/emblem/1930/thumb_819_Meleuz.gif","Республика Башкортостан","Средний город"
1931,131,"Белебей",54.1115356843809,54.1010747345154,59.2,11,"условно комфортный климат",36,32,20,31,31,34,184,"https://api.индекс-городов.рф/uploads/city/emblem/1931/thumb_820_Belebey.gif","Республика Башкортостан","Средний город"
1932,139,"Воркута",64.0470217004335,67.4997918050842,52.8,11,"тяжелые климатические условия",26,33,45,22,28,32,186,"https://api.индекс-городов.рф/uploads/city/emblem/1932/thumb_821_Vorkuta.png","Республика Коми","Средний город"
1933,109,"Тихорецк",40.1089859794888,45.8553438974513,57.1,11,"условно комфортный климат",47,21,23,31,25,33,180,"https://api.индекс-городов.рф/uploads/city/emblem/1933/thumb_822_tihoretsk.png","Краснодарский край","Средний город"
1934,95,"Александров",38.7161164722109,56.3927731825221,57.9,11,"условно комфортный климат",34,27,28,33,28,41,191,"https://api.индекс-городов.рф/uploads/city/emblem/1934/thumb_823_aleksandrov.png","Владимирская область","Средний город"
1935,116,"Фрязино",38.0469256640587,55.9609590138857,59.5,11,"условно комфортный климат",42,41,32,40,30,34,219,"https://api.индекс-городов.рф/uploads/city/emblem/1935/thumb_824_Fryazino.png","Московская область","Средний город"
1936,110,"Лесосибирск",92.4635809887497,58.2197109993664,59.3,11,"условно комфортный климат",23,21,15,14,21,31,125,"https://api.индекс-городов.рф/uploads/city/emblem/1936/thumb_825_Lesosibirsk.png","Красноярский край","Средний город"
1937,160,"Ржев",34.3429780322256,56.2622386861285,57.5,11,"условно комфортный климат",35,28,18,22,23,28,154,"https://api.индекс-городов.рф/uploads/city/emblem/1937/thumb_826_rzhev.png","Тверская область","Средний город"
1938,109,"Лабинск",40.7331572336935,44.6418347352325,59.3,11,"условно комфортный климат",34,26,13,18,24,28,143,"https://api.индекс-городов.рф/uploads/city/emblem/1938/thumb_827_Labinsk.png","Краснодарский край","Средний город"
1939,145,"Чистополь",50.6342629475489,55.365180351662,59.4,11,"условно комфортный климат",33,31,21,35,26,36,182,"https://api.индекс-городов.рф/uploads/city/emblem/1939/thumb_828_chistopol.gif","Республика Татарстан","Средний город"
1940,131,"Кумертау",55.814685393438,52.7720720887372,59.5,11,"условно комфортный климат",37,28,20,21,31,37,174,"https://api.индекс-городов.рф/uploads/city/emblem/1940/thumb_829_Kumertau.gif","Республика Башкортостан","Средний город"
1941,91,"Котлас",46.6888509640737,61.2453666395826,62,11,"условно комфортный климат",27,21,26,21,33,28,156,"https://api.индекс-городов.рф/uploads/city/emblem/1941/thumb_830_Kotlas.png","Архангельская область","Средний город"
1942,131,"Сибай",58.69128548178,52.7912487248443,60.8,11,"условно комфортный климат",38,26,41,14,28,35,182,"https://api.индекс-городов.рф/uploads/city/emblem/1942/thumb_831_Sibay.gif","Республика Башкортостан","Средний город"
1943,94,"Клинцы",32.2391130222492,52.7545212177628,63,11,"условно комфортный климат",31,31,21,33,23,33,172,"https://api.индекс-городов.рф/uploads/city/emblem/1943/thumb_832_Klintsy.png","Брянская область","Средний город"
1944,116,"Наро-Фоминск",36.727123421042,55.386942116204,64.9,11,"условно комфортный климат",30,23,35,32,33,36,189,"https://api.индекс-городов.рф/uploads/city/emblem/1944/thumb_833_Naro-Fominsk.png","Московская область","Средний город"
1945,116,"Видное",37.7125135702894,55.5491045072564,77,11,"условно комфортный климат",43,32,40,44,40,38,237,"https://api.индекс-городов.рф/uploads/city/emblem/1945/thumb_834_Vidnoye.png","Московская область","Средний город"
1918,121,"Искитим",83.3012074229052,54.6315123677627,56,11,"условно комфортный климат",28,26,20,22,20,36,152,"https://api.индекс-городов.рф/uploads/city/emblem/1918/thumb_807_Iskitim.png","Новосибирская область","Средний город"
1891,102,"Черемхово",103.115886385333,53.1264428399263,50.2,11,"условно комфортный климат",24,24,13,18,18,36,133,"https://api.индекс-городов.рф/uploads/city/emblem/1891/thumb_780_cheremhovo.gif","Иркутская область","Средний город"
1892,157,"Рославль",32.8405421573739,53.9428342061107,48.9,11,"условно комфортный климат",36,31,28,30,22,34,181,"https://api.индекс-городов.рф/uploads/city/emblem/1892/thumb_781_roslavl.png","Смоленская область","Средний город"
1893,120,"Боровичи",33.9099933836699,58.3827853564159,49,11,"условно комфортный климат",29,34,30,34,27,24,178,"https://api.индекс-городов.рф/uploads/city/emblem/1893/thumb_782_borovichi.png","Новгородская область","Средний город"
1894,109,"Белореченск",39.8723332589017,44.7746231432358,51.6,11,"условно комфортный климат",34,25,29,25,20,27,160,"https://api.индекс-городов.рф/uploads/city/emblem/1894/thumb_783_belorechensk.png","Краснодарский край","Средний город"
1895,149,"Шали",45.900832228094,43.1464103250766,55.1,11,"условно комфортный климат",34,26,7,10,16,38,131,"https://api.индекс-городов.рф/uploads/city/emblem/1895/thumb_784_shali.png","Чеченская Республика","Средний город"
